030	src7	p25	s0	text_389e2619ec654613	boxes=box_389e2619ec654613	sem=speech_bubble	q=good	OCR=TURN YOUR / ATTENTION / TO ME!
031	src7	p25	s0	text_ef3179b89f95458f	boxes=box_ef3179b89f95458f	sem=free_text	q=good	OCR=TURN YOUR / ATTENTION / TO ME!
032	src8	p27	s1	text_f61ce21b9f6d408a	boxes=box_f61ce21b9f6d408a	sem=text	q=review	OCR=1285 / (ID:MET
033	src8	p30	s4	text_c88b723f50c94421	boxes=box_c88b723f50c94421	sem=speech_bubble	q=good	OCR=DARK STAR... / WILL BE OKAY, / RIGHT?
034	src8	p31	s5	text_db05c240392f4332	boxes=box_db05c240392f4332	sem=free_text	q=good	OCR=Meow-
035	src8	p31	s5	text_3686fc49acd34585	boxes=box_3686fc49acd34585	sem=speech_bubble	q=review	OCR=SHH...!
036	src8	p32	s6	text_073ec27707a24ffd	boxes=box_073ec27707a24ffd	sem=speech_bubble	q=review	OCR=...EXCUSE ME.
037	src8	p32	s6	text_a769881e84af4100	boxes=box_a769881e84af4100	sem=text	q=review	OCR=E / 1 / 15.x0A2S
038	src8	p32	s6	text_cce8c22206f9466c	boxes=box_cce8c22206f9466c	sem=speech_bubble	q=good	OCR=EEK...!
039	src9	p33	s0	text_b6bcd4d548774a6e	boxes=box_b6bcd4d548774a6e	sem=speech_bubble	q=good	OCR=WHY ARE YOU / SO SCARED?
040	src9	p33	s0	text_b8a7b82af35c4250	boxes=box_b8a7b82af35c4250	sem=speech_bubble	q=good	OCR=DID SOMETHING / HAPPEN?
041	src10	p34	s0	text_158262c351b847d6	boxes=box_158262c351b847d6	sem=speech_bubble	q=review	OCR=N-NO!
042	src10	p34	s0	text_5ecc46b5cb87466c	boxes=box_5ecc46b5cb87466c	sem=speech_bubble	q=good	OCR=WE'RE JUST... / TAKING A SHORT / BREAK BECAUSE MY / LEGS HURT.
043	src10	p35	s1	text_254b347f3f804a4e	boxes=box_254b347f3f804a4e	sem=speech_bubble	q=good	OCR=AHA... I JUST / ASKED BECAUSE / IT'S SO CHAOTIC / OUT THERE,
044	src10	p36	s2	text_866627ff329a4c3d	boxes=box_866627ff329a4c3d	sem=speech_bubble	q=good	OCR=AND I THOUGHT... / YOU WERE BEING CHASED / BY SOMEONE.
045	src10	p36	s2	text_dfd838221fba4795	boxes=box_dfd838221fba4795	sem=speech_bubble	q=reject	OCR=
046	src10	p39	s5	text_e42cac85c0bb4526	boxes=box_e42cac85c0bb4526	sem=speech_bubble	q=good	OCR=AHMI... / LET'S GO.
047	src10	p39	s5	text_058d64b03f4a4e95	boxes=box_058d64b03f4a4e95	sem=text	q=review	OCR=OON / SPOON / Clanid
048	src10	p39	s5	text_f0b006f49b7b4e62	boxes=box_f0b006f49b7b4e62	sem=free_text	q=reject	OCR=...?
049	src10	p39	s5	text_8dfa6bf826734031	boxes=box_8dfa6bf826734031	sem=speech_bubble	q=reject	OCR=...?
050	src10	p40	s6	text_00b5bbac7b9344d3	boxes=box_00b5bbac7b9344d3	sem=speech_bubble	q=good	OCR=LEAVING / ALREADY?
051	src10	p40	s6	text_6576295baa644a54	boxes=box_6576295baa644a54	sem=free_text	q=good	OCR=LEAVING / ALREADY?
052	src12	p42	s0	text_2df2bb7988284c34	boxes=box_2df2bb7988284c34	sem=speech_bubble	q=good	OCR=I FOLLOWED / YOUR SCENT ALL THE / WAY HERE...
053	src12	p42	s0	text_eb0b92d2133f4561	boxes=box_eb0b92d2133f4561	sem=speech_bubble	q=good	OCR=SO I'LL BE / UPSET IF WE GO / OUR SEPARATE / WAYS NOW.
054	src12	p43	s1	text_8fbc26c8655d4727	boxes=box_8fbc26c8655d4727	sem=speech_bubble	q=good	OCR=SO I'LL BE / UPSET IF WE GO / OUR SEPARATE / WAYS NOW.
055	src12	p43	s1	text_126438f75aa448fa	boxes=box_126438f75aa448fa	sem=speech_bubble	q=review	OCR=OUR SEPARATE / WAYS NOW.
056	src12	p43	s1	text_ca3b8d0c5bf64bf2	boxes=box_ca3b8d0c5bf64bf2	sem=speech_bubble	q=review	OCR=IT CAN'T BE!
057	src12	p44	s2	text_6c1c513255864ed6	boxes=box_6c1c513255864ed6	sem=speech_bubble	q=good	OCR=HELLO, / LADIES.
058	src12	p45	s3	text_163d6592bc67481d	boxes=box_163d6592bc67481d	sem=speech_bubble	q=good	OCR=HIDE AND / SEEK IS OVER / NOW.
059	src12	p47	s5	text_54edd5c03e314edd	boxes=box_54edd5c03e314edd	sem=speech_bubble	q=good	OCR=RUN, / AHMI!
060	src13	p48	s0	text_acbac4d97d224085	boxes=box_acbac4d97d224085	sem=speech_bubble	q=good	OCR=THAT'S / NOT FUN!
061	src13	p50	s2	text_398b10b7be5d47e9	boxes=box_398b10b7be5d47e9	sem=speech_bubble	q=reject	OCR=...?!!
062	src13	p51	s3	text_940955579f314c23	boxes=box_940955579f314c23	sem=speech_bubble	q=review	OCR=AAAH!
063	src15	p57	s3	text_5167533b34534937	boxes=box_5167533b34534937	sem=speech_bubble	q=good	OCR=.YOU'RE / SO CUTE.
064	src15	p58	s4	text_334e6d5d7c344547	boxes=box_334e6d5d7c344547	sem=speech_bubble	q=good	OCR=YOUR NAME. / WILL BE MIMI.
065	src15	p58	s4	text_1bd7e2e3c7154d12	boxes=box_1bd7e2e3c7154d12	sem=speech_bubble	q=good	OCR=...HEY. LET'S / LET IT GO.
066	src15	p59	s5	text_fb1958891b7b43b0	boxes=box_fb1958891b7b43b0	sem=speech_bubble	q=good	OCR=THE OUTSIDE / IS BETTER...
067	src15	p59	s5	text_323f035df9b7427e	boxes=box_323f035df9b7427e	sem=speech_bubble	q=good	OCR=COMPARED TO / BEING TRAPPED / IN HERE, LIKE / WE ARE.
068	src16	p60	s0	text_6a97da96e6714d87	boxes=box_6a97da96e6714d87	sem=speech_bubble	q=good	OCR=N-NO! / I'M GOING TO / KEEP IT!
069	src16	p60	s0	text_f6ca5b577efc407f	boxes=box_f6ca5b577efc407f	sem=speech_bubble	q=good	OCR=STOP BEING / WHINY.
070	src17	p61	s0	text_363e1d62ddfc4ad4	boxes=box_363e1d62ddfc4ad4	sem=speech_bubble	q=good	OCR=BUT IT'S / TOO YOUNG.
071	src17	p61	s0	text_27b2c10883c44d75	boxes=box_27b2c10883c44d75	sem=speech_bubble	q=good	OCR=JUST A LITTLE / MORE... ONCE IT / GETS A LITTLE / BIGGER..
072	src17	p63	s2	text_ca2c93a90de24859	boxes=box_ca2c93a90de24859	sem=speech_bubble	q=good	OCR=NO...!
073	src17	p64	s3	text_9f3aafe612df43f7	boxes=box_9f3aafe612df43f7	sem=speech_bubble	q=good	OCR=NO...!
074	src17	p65	s4	text_a95aef7cedaa4d3c	boxes=box_a95aef7cedaa4d3c	sem=speech_bubble	q=good	OCR=PLEASE! GIVE / IT BACK!
075	src17	p66	s5	text_ef58d15244b14460	boxes=box_ef58d15244b14460	sem=speech_bubble	q=good	OCR=ITLLDIE / IF IT'S LEFT / ALONE!
076	src19	p72	s4	text_6129bc0d428148ce	boxes=box_6129bc0d428148ce	sem=speech_bubble	q=review	OCR=SHAMELESS...
077	src19	p72	s4	text_5f1e597ac47a48ab	boxes=box_5f1e597ac47a48ab	sem=free_text	q=review	OCR=SHAMELESS...
078	src19	p73	s5	text_634348baafc74d8a	boxes=box_634348baafc74d8a	sem=speech_bubble	q=review	OCR=SHAMELESS...
079	src19	p73	s5	text_259914a00d14457d	boxes=box_259914a00d14457d	sem=speech_bubble	q=review	OCR=SHAMELLSS...
080	src19	p73	s5	text_1aea0230c3964f30	boxes=box_1aea0230c3964f30	sem=speech_bubble	q=good	OCR=YOU'RE GOING / TO TAKE IT FROM / ME AGAIN?
081	src19	p74	s6	text_1d5d4db5b84c468b	boxes=box_1d5d4db5b84c468b	sem=speech_bubble	q=good	OCR=I'M SICK / AND TIRED / OF THIS.
082	src19	p74	s6	text_ccefe7b579fe4f57	boxes=box_ccefe7b579fe4f57	sem=text	q=reject	OCR=
083	src20	p75	s0	text_d69d4204fc8b4a36	boxes=box_d69d4204fc8b4a36	sem=speech_bubble	q=good	OCR=ILL KILL / YOU ALL...AND / BLOOM THE BLOOD / FLOWERS.
084	src20	p75	s0	text_9b041f467ee74840	boxes=box_9b041f467ee74840	sem=text	q=good	OCR=FORIAM RED / DEATH PEONY.
085	src20	p76	s1	text_2f380f5adb9b47f3	boxes=box_2f380f5adb9b47f3	sem=text	q=good	OCR=FORIAM RED / DEATH PEONY.
086	src20	p76	s1	text_2b942f286ebd41f7	boxes=box_2b942f286ebd41f7	sem=text	q=reject	OCR=
087	src20	p76	s1	text_0030479f5bc341c3	boxes=box_0030479f5bc341c3	sem=free_text	q=review	OCR=STORY_开 / ART / sist·· / elp. / 跳·个
088	src20	p76	s1	text_5bbec116b66346d1	boxes=box_5bbec116b66346d1	sem=text	q=good	OCR=@fupin2021 / @fupin2021 / @eunj.i593 / @silvaus1 / 厚外 / 导异三
089	src20	p76	s1	text_2a8a351879c0423b	boxes=box_2a8a351879c0423b	sem=text	q=good	OCR=for the fastest releases
